countyFIPS,unemp,#ICU_beds,#Hospitals,#EligibleforMedicare2018
37027,3.6,12,1,19798.0
37055,7.8,0,1,9325.0
37057,3.6,29,2,37750.0
37067,3.5,259,3,73977.0
37081,3.9,142,2,98526.0
37091,5.1,10,1,5496.0
37103,3.6,0,0,2625.0
37117,4.6,6,1,6117.0
37127,4.5,21,1,22139.0
37141,3.7,0,1,13430.0
37151,3.6,12,1,31383.0
37165,6.6,8,1,8909.0
37167,3.7,10,1,14341.0
39055,4.6,12,1,21210.0
39063,3.4,34,1,15307.0
39065,4.7,0,1,6339.0
39075,3.3,4,1,5126.0
39089,4.1,38,1,35385.0
39097,3.7,13,1,8327.0
39109,4.2,10,1,23456.0
39121,9.0,0,0,2731.0
39131,7.8,0,1,6730.0
39143,5.1,18,2,13602.0
39147,4.7,9,2,12633.0
39159,3.5,7,1,8721.0
39169,3.6,14,2,24017.0
39173,4.0,10,1,24802.0
40009,4.1,6,1,4006.0
40019,3.3,13,2,10987.0
40031,3.0,58,3,19666.0
40043,2.2,0,1,1160.0
40053,2.0,0,0,1122.0
37181,5.5,20,1,11005.0
37191,3.9,16,1,24823.0
37197,3.4,0,0,9087.0
38007,2.8,0,0,185.0
38019,3.4,0,1,1102.0
38031,3.0,0,1,798.0
38035,2.3,26,2,10886.0
38045,2.4,0,0,1102.0
38061,1.6,0,1,1596.0
38073,2.2,0,1,1308.0
38079,8.7,0,2,2199.0
38091,1.8,0,0,479.0
38103,4.7,0,1,1259.0
39003,4.9,62,4,22854.0
39015,6.2,0,0,10263.0
39027,5.3,6,1,9302.0
39039,4.6,8,3,9084.0
39047,4.3,6,1,6571.0
35015,3.1,12,2,10353.0
35027,5.1,4,1,6524.0
35028,3.2,6,1,3655.0
35045,6.3,10,2,21506.0
35053,5.4,0,1,3905.0
36003,6.2,6,2,10825.0
36021,3.8,9,1,16111.0
36037,4.9,10,1,13479.0
36043,5.8,0,1,15355.0
36057,6.1,8,1,12919.0
36069,4.5,27,3,26727.0
36083,4.1,12,3,33729.0
36095,5.9,0,1,7066.0
36109,3.6,16,1,17373.0
36121,6.0,5,1,9080.0
36123,4.9,0,1,6202.0
42013,5.4,50,3,31596.0
42015,5.5,42,3,15355.0
42021,6.4,30,2,37260.0
42031,6.4,7,1,9594.0
42047,6.7,0,1,8218.0
42063,6.2,12,1,19557.0
42069,5.6,51,3,53153.0
42087,5.8,10,1,11848.0
42093,4.0,42,1,4652.0
42105,9.0,4,1,4767.0
42113,6.8,0,0,1943.0
42123,6.0,6,1,10739.0
45005,6.5,0,1,2171.0
45009,5.7,0,0,3501.0
45027,4.2,6,1,9190.0
45039,4.6,0,0,5723.0
47005,5.6,0,1,4939.0
47007,6.0,0,1,3156.0
47013,5.3,10,2,10910.0
47027,7.3,0,1,2242.0
47031,4.0,14,2,13084.0
47045,5.2,10,1,8877.0
47057,4.9,0,0,6344.0
47069,5.6,0,1,6177.0
47081,3.4,0,1,5512.0
47093,3.2,254,4,91238.0
47105,3.8,5,1,16859.0
47117,3.9,0,1,6930.0
47129,4.9,0,0,5411.0
47139,4.5,0,0,4628.0
47151,5.1,0,1,5260.0
47173,4.3,0,0,4931.0
47179,4.0,76,2,30781.0
45049,2.9,6,1,4569.0
45053,2.7,4,1,6331.0
45075,4.8,20,1,20935.0
45081,2.8,0,0,4604.0
46003,2.9,0,0,633.0
46007,5.6,0,1,529.0
46017,6.6,0,0,248.0
46029,3.4,8,1,5842.0
46035,3.3,8,1,4422.0
46043,3.8,0,1,794.0
46055,3.3,0,1,477.0
46061,6.2,0,0,1552.0
46087,3.4,0,0,1301.0
46095,6.1,0,0,373.0
46103,3.7,38,3,26895.0
46111,3.7,0,0,527.0
46125,3.9,0,1,1954.0
46137,3.8,0,0,174.0
40059,2.4,0,1,787.0
40063,4.9,0,1,3358.0
40073,2.0,0,1,3098.0
40081,3.2,0,2,7722.0
40087,2.5,0,1,7877.0
40097,2.8,0,1,9529.0
40109,2.7,300,19,133004.0
40123,2.7,12,2,8288.0
40127,5.2,0,1,3306.0
40147,3.1,8,1,12263.0
40153,3.1,6,1,3781.0
41017,4.1,36,2,46485.0
41031,5.7,0,1,6001.0
41037,5.2,0,1,2388.0
41053,4.0,0,1,19111.0
41069,3.6,0,0,519.0
42005,7.2,12,1,17891.0
48357,3.4,0,1,1376.0
48359,3.1,0,0,435.0
48367,3.1,20,1,25927.0
48379,2.9,0,0,3269.0
48381,2.5,0,0,23607.0
48393,2.6,0,0,200.0
48397,3.0,6,1,15360.0
48411,3.5,0,0,1593.0
48425,3.7,0,1,1983.0
48429,3.3,0,1,2179.0
48433,3.3,0,1,383.0
48445,3.5,0,1,2178.0
48449,4.2,8,1,5597.0
48459,4.2,0,0,9365.0
48463,3.6,6,1,5640.0
48475,2.6,0,1,1978.0
48491,2.8,90,6,77496.0
48497,3.4,21,1,12199.0
48507,9.0,0,0,2050.0
49011,2.6,22,3,41725.0
47185,4.2,4,1,7376.0
47189,3.0,12,1,26942.0
48009,3.0,0,0,1970.0
48011,3.1,0,0,478.0
48021,2.9,0,1,15832.0
48031,2.4,0,0,3687.0
48047,5.4,0,0,1672.0
48053,2.8,12,2,13174.0
48063,4.4,0,1,3051.0
48069,2.8,0,1,1246.0
48079,3.8,0,1,585.0
48095,2.8,0,1,783.0
48099,3.9,4,1,10872.0
48103,4.9,0,1,716.0
48115,4.3,0,1,2413.0
48123,2.6,0,1,4641.0
48127,2.8,0,1,1977.0
48137,2.1,0,0,605.0
48149,2.7,0,1,7092.0
48159,3.4,0,0,2766.0
48169,3.1,0,0,879.0
48177,2.9,0,1,4156.0
48179,4.0,8,1,4225.0
48185,4.1,0,1,6029.0
48191,4.6,0,0,825.0
48195,2.2,0,1,961.0
48217,3.4,5,1,9209.0
48227,3.2,8,1,5602.0
48233,4.7,4,1,4186.0
48247,4.7,0,0,1006.0
48251,3.3,35,3,31422.0
48263,3.1,0,0,210.0
48265,3.2,12,1,16842.0
48275,3.6,0,1,893.0
48283,3.1,0,0,1203.0
48297,3.3,0,0,2195.0
48303,2.8,267,4,47087.0
48309,3.3,54,2,45112.0
48319,3.4,0,0,1297.0
48329,2.3,48,1,20211.0
48339,3.5,97,6,90843.0
48349,3.4,9,1,10770.0
48353,3.0,5,1,3337.0
51121,2.6,22,2,14695.0
51125,2.6,0,0,4935.0
51141,3.7,0,0,5401.0
51145,2.6,0,0,6279.0
51155,4.8,8,1,9491.0
51157,2.4,0,0,2172.0
51173,4.1,4,1,9122.0
51187,2.8,8,1,8107.0
51197,4.5,6,1,8013.0
51510,2.1,40,1,20001.0
51530,2.3,0,0,1575.0
51540,2.1,25,1,7030.0
51595,4.5,7,1,1313.0
51660,2.7,34,1,6033.0
51670,4.1,17,1,4939.0
51760,3.2,159,3,37591.0
51775,2.7,36,1,6755.0
51820,2.8,0,0,5316.0
53013,6.1,0,1,1377.0
53021,7.3,0,1,11049.0
55029,5.9,4,1,9977.0
55033,4.7,0,1,9848.0
55039,3.4,15,3,22299.0
55045,3.9,6,1,8229.0
55063,3.2,52,2,23316.0
55069,5.4,0,2,7687.0
55073,3.3,52,2,28189.0
55081,3.8,0,2,9479.0
55095,6.8,3,3,11267.0
55103,4.2,4,1,4463.0
55115,4.5,0,1,10220.0
55129,5.9,0,2,5608.0
55141,4.7,27,2,18193.0
56025,4.7,14,2,14752.0
56031,4.7,0,1,2460.0
56033,4.3,11,1,7569.0
56045,3.2,0,1,1683.0
53041,6.4,6,2,21799.0
53045,6.2,6,1,18568.0
53065,8.6,0,2,13285.0
54001,6.8,0,1,4106.0
54007,9.7,0,1,3753.0
54013,19.2,0,1,2179.0
54021,8.3,0,0,1564.0
54039,4.8,156,4,47589.0
54049,5.1,14,1,13683.0
54061,3.4,119,2,14532.0
54079,4.6,0,0,13074.0
54089,6.5,0,1,3672.0
54101,8.9,0,1,2637.0
55003,6.0,0,1,4179.0
55005,5.9,5,3,12228.0
55007,8.0,0,0,5069.0
55017,5.7,6,3,14150.0
55025,2.5,39,4,87795.0
49029,2.6,0,0,1600.0
49031,6.0,0,0,453.0
49035,2.7,282,10,145183.0
49051,2.7,0,1,4262.0
50005,3.6,4,1,7887.0
50019,5.7,5,1,7802.0
51007,3.2,0,0,3275.0
51017,2.7,0,1,1345.0
51029,4.6,0,0,3782.0
51043,2.2,0,0,3518.0
51047,2.8,6,1,9935.0
51063,2.9,0,0,4265.0
51075,2.5,0,0,6156.0
51101,2.7,0,0,3618.0
51111,3.1,0,0,3194.0
51113,2.1,0,0,3199.0
1023,4.9,0,1,3934.0
1025,5.6,0,2,6677.0
1029,3.0,0,0,3708.0
1031,2.7,7,1,11095.0
1037,3.0,0,0,2863.0
1047,5.1,18,1,10286.0
1055,4.0,56,2,26732.0
1059,3.5,7,2,7052.0
1061,2.7,6,1,7215.0
1067,3.3,0,0,5000.0
1071,3.2,10,1,13582.0
1081,2.4,28,1,24613.0
1085,5.1,0,0,2983.0
1087,3.9,0,0,4867.0
1089,2.3,100,2,67210.0
5143,2.5,61,3,35575.0
5147,5.2,0,0,1944.0
6003,5.0,0,0,281.0
6007,5.5,43,4,53930.0
1093,4.0,4,1,7474.0
1095,2.4,20,1,21527.0
1097,3.8,157,4,85646.0
1101,3.0,88,3,44732.0
1117,2.1,32,1,38828.0
1119,3.8,0,1,3212.0
1125,2.4,84,1,37285.0
1131,8.5,0,1,3381.0
2020,4.5,73,3,40301.0
1007,3.0,0,1,5128.0
1011,3.2,0,1,2198.0
1015,3.4,24,2,28487.0
6045,4.7,14,3,24217.0
6049,9.9,0,2,2720.0
6051,3.8,2,1,1861.0
6057,3.7,10,2,31097.0
6059,2.8,651,24,517276.0
6065,4.1,351,16,390574.0
6069,6.2,8,1,9200.0
6073,3.2,570,15,542899.0
6075,2.2,337,10,152570.0
6113,4.9,14,2,32957.0
8001,3.3,168,3,67297.0
8007,3.7,0,1,4149.0
8009,2.2,0,1,1015.0
8015,2.7,2,1,5760.0
8017,1.6,0,1,396.0
8021,4.6,0,1,2021.0
8023,4.2,0,0,1325.0
8029,4.2,6,1,9544.0
8037,2.1,5,1,6286.0
8043,5.2,4,1,13097.0
6081,2.1,131,7,131906.0
6083,4.6,82,5,78651.0
6087,6.4,22,3,52207.0
6095,3.9,92,4,82492.0
6101,8.9,0,1,18366.0
6103,6.2,8,1,15663.0
6109,5.0,6,1,16689.0
6009,4.2,0,1,14134.0
6013,3.1,163,7,204773.0
6015,6.3,6,1,6650.0
2013,2.0,0,0,173.0
13149,3.7,0,0,2410.0
20059,3.6,5,1,5613.0
6025,17.1,28,2,32193.0
6029,9.1,144,10,121686.0
6031,9.8,22,1,17944.0
6039,8.1,10,1,25950.0
13067,3.1,119,2,109331.0
13069,4.1,10,1,7399.0
13073,3.1,0,0,24002.0
13077,3.0,19,2,24038.0
13081,4.0,16,1,4655.0
13087,3.7,10,1,5926.0
13093,3.8,0,1,2541.0
13095,4.8,50,1,18328.0
13101,2.8,0,0,563.0
13103,3.0,0,1,9427.0
13109,3.6,0,1,2210.0
13115,3.7,65,2,21201.0
13119,3.8,8,1,5786.0
8061,1.4,0,1,348.0
8063,2.0,0,1,1568.0
8069,2.6,55,5,64093.0
12089,2.8,0,1,22208.0
12091,2.7,57,3,42952.0
12097,3.1,66,3,65381.0
12099,3.0,401,12,332695.0
12101,3.3,166,6,139976.0
12107,4.3,10,1,20511.0
12109,2.5,47,1,57143.0
12113,2.8,16,3,36450.0
12115,3.0,118,4,149430.0
12117,2.8,38,2,85484.0
12127,3.3,148,5,153435.0
12131,2.8,28,2,16267.0
13003,3.0,0,0,1454.0
13005,3.8,4,1,2264.0
13009,4.5,12,1,9133.0
13015,3.4,21,1,19439.0
13023,5.0,0,1,2777.0
13025,3.9,0,0,3618.0
13031,3.8,24,1,10770.0
13037,3.5,0,0,1269.0
13049,3.8,0,0,2206.0
13053,4.5,0,0,663.0
13057,2.8,15,1,42146.0
13063,4.3,34,1,39491.0
9013,3.9,16,2,28081.0
10005,4.6,38,3,71011.0
11001,,314,6,98483.0
12003,2.9,0,1,5132.0
12005,3.3,77,2,40969.0
12011,2.9,587,14,339035.0
12015,3.5,51,3,72501.0
12071,3.0,141,4,201905.0
12079,3.4,0,1,4544.0
12081,3.0,90,3,105708.0
8085,3.6,8,1,11566.0
12017,4.8,40,2,61190.0
12029,3.8,0,0,4377.0
12031,3.1,412,7,168772.0
12041,3.2,0,0,4265.0
12043,3.6,0,0,2791.0
12045,3.7,0,1,4124.0
12049,4.3,0,1,4765.0
12051,4.7,3,1,6311.0
12053,4.1,44,2,62695.0
12061,3.6,40,2,54244.0
12063,3.4,7,1,11797.0
12069,3.1,158,4,109243.0
8075,2.5,4,1,4404.0
8077,4.1,44,3,35034.0
8081,4.3,0,1,2454.0
8087,2.8,6,2,5267.0
8091,3.6,0,0,1482.0
8097,2.5,4,1,3195.0
8103,3.7,0,2,1200.0
8109,4.9,0,0,1427.0
8119,3.2,0,1,6985.0
8121,2.4,0,0,1119.0
8125,1.9,0,2,1994.0
9003,4.4,216,7,177843.0
9007,3.9,24,1,37777.0
5015,4.0,0,2,7882.0
5017,8.8,0,1,2823.0
5025,4.8,0,0,2065.0
5027,4.7,6,1,5375.0
5033,3.7,8,1,14412.0
5045,3.4,25,2,20629.0
5047,3.9,0,1,4479.0
5053,3.9,0,0,4168.0
5059,3.8,6,1,8244.0
5067,7.2,0,0,4017.0
5073,5.2,0,0,1902.0
5081,5.1,0,1,3328.0
5083,4.8,0,2,6039.0
5087,2.7,0,0,4124.0
15001,3.3,24,6,45787.0
15007,2.8,9,3,15720.0
16001,2.4,105,3,81383.0
16003,6.8,0,0,1409.0
16009,6.2,0,1,2834.0
16017,4.9,4,1,13065.0
16019,2.6,35,2,19238.0
5089,4.7,0,0,5798.0
5091,4.3,0,0,9322.0
5093,6.0,5,2,8987.0
5099,4.2,0,0,2274.0
5103,5.5,8,1,6484.0
5113,5.7,6,1,5759.0
5115,4.4,11,1,13199.0
5121,4.5,2,1,4834.0
5133,5.4,0,0,3101.0
5137,5.7,0,1,4468.0
13317,5.5,0,1,2799.0
13321,3.8,0,1,4456.0
4005,5.8,41,3,21712.0
4009,4.8,0,1,5929.0
4011,3.7,0,0,1379.0
4012,5.6,3,2,6161.0
4017,7.6,12,4,25035.0
4021,4.7,22,4,85443.0
4023,7.2,0,1,10230.0
4027,12.0,42,1,37158.0
5003,7.1,6,1,5345.0
5013,5.2,0,0,1301.0
16071,2.5,0,1,1036.0
16077,3.8,0,1,1447.0
16079,6.7,0,1,3957.0
16083,3.0,30,1,16497.0
17003,5.0,0,0,1749.0
17007,5.5,0,0,10262.0
17011,4.4,9,2,8171.0
17015,4.0,0,0,4389.0
17023,4.0,0,0,3871.0
17033,3.5,0,1,4488.0
17037,3.5,16,2,16286.0
17041,2.6,0,0,4142.0
17043,2.6,257,6,164935.0
18117,3.8,0,1,4830.0
18121,3.9,0,0,3753.0
18127,4.1,32,1,34106.0
18135,4.2,0,1,6187.0
18137,3.7,0,0,6109.0
18141,3.6,74,3,51166.0
18149,4.8,1,1,5987.0
18151,2.5,2,1,8275.0
18159,2.8,0,1,3718.0
18161,3.3,0,0,1621.0
18167,4.2,54,2,22572.0
18169,3.2,0,1,8388.0
18175,3.7,0,1,6259.0
18181,2.8,0,1,5897.0
19001,3.0,0,1,1799.0
17047,4.2,0,0,1632.0
17051,4.0,4,1,4708.0
17053,3.5,2,1,3096.0
17057,5.3,5,1,8505.0
17063,4.7,8,1,9081.0
18055,4.5,5,1,7573.0
18057,2.4,10,5,47158.0
18065,3.4,10,1,11757.0
18067,3.8,13,2,20227.0
18071,2.5,7,1,9286.0
18077,3.4,6,1,7709.0
18087,2.5,0,1,5975.0
18091,4.7,34,2,23828.0
18097,3.1,526,9,152425.0
18101,2.4,0,0,2465.0
18103,4.2,4,1,7317.0
18109,3.3,10,1,15828.0
16023,2.5,0,1,687.0
16025,2.8,0,0,262.0
16029,3.4,0,1,1423.0
16033,4.7,0,0,137.0
16041,2.2,0,1,2354.0
16043,3.0,0,0,2703.0
16047,3.2,0,1,3096.0
16053,3.1,0,1,3821.0
16055,4.1,55,2,39130.0
16061,6.2,0,0,2108.0
16065,1.8,4,1,3190.0
16069,3.0,9,1,10419.0
18007,3.0,0,0,1959.0
18013,3.3,0,0,4358.0
18015,3.3,0,0,4629.0
18019,3.1,25,1,24317.0
18025,5.6,0,0,2739.0
18031,3.2,0,1,5698.0
18035,4.0,36,1,24571.0
18045,3.5,0,0,4203.0
13137,3.5,4,1,10072.0
13141,5.5,0,0,2442.0
13147,4.3,0,0,6683.0
13155,4.7,0,1,2173.0
13159,2.9,0,1,3155.0
13165,4.6,0,1,1827.0
13171,4.7,0,0,4164.0
13173,4.0,0,1,1715.0
20091,2.7,110,9,98744.0
20097,2.2,0,1,625.0
20099,4.2,5,2,5130.0
20103,3.8,10,2,14248.0
20109,2.2,0,1,712.0
20113,2.4,7,3,6673.0
20119,2.3,0,1,887.0
20125,4.7,7,1,8030.0
20131,2.6,0,2,2296.0
20141,2.7,0,1,1020.0
20143,2.7,0,1,1463.0
20157,2.5,0,1,1439.0
20165,2.7,0,1,933.0
20167,3.0,0,1,1918.0
20171,1.9,0,1,1075.0
20177,3.6,52,2,39876.0
22057,3.8,21,3,18617.0
22061,4.2,17,1,7540.0
22063,3.5,0,0,22553.0
22069,4.7,8,1,7958.0
22075,3.6,0,0,3859.0
22079,4.4,26,3,28937.0
22081,5.2,0,1,1762.0
22085,4.4,0,1,5730.0
21111,3.6,366,4,151195.0
21113,3.4,0,0,9849.0
21123,4.6,0,0,3522.0
21129,6.3,0,0,1921.0
21135,10.5,0,0,3103.0
21139,6.4,0,1,2718.0
21145,5.1,58,2,16954.0
21153,16.0,0,0,3313.0
21159,9.3,0,0,2949.0
21167,4.7,4,1,5489.0
21171,4.8,0,1,2826.0
21173,5.7,4,1,6214.0
21179,4.3,4,1,9985.0
19053,2.2,0,1,1857.0
18003,3.4,170,6,67438.0
13181,4.0,0,0,2174.0
19061,3.4,18,3,20646.0
19069,3.2,0,1,2412.0
19075,3.2,0,1,2950.0
19077,3.9,0,1,2945.0
19089,3.8,0,1,2303.0
19093,2.9,0,1,1772.0
19101,2.4,0,1,4559.0
19103,1.9,95,2,20799.0
19107,4.4,0,1,2569.0
19111,4.2,10,2,8692.0
19127,6.9,0,1,8963.0
19129,2.3,0,0,3434.0
19135,3.2,0,1,1851.0
19139,3.2,5,1,8742.0
19145,2.6,2,2,4083.0
20181,2.9,0,1,1395.0
19153,3.1,112,4,77173.0
19155,2.6,29,2,20341.0
19159,2.7,0,1,1374.0
19163,3.7,46,2,33685.0
19171,4.4,0,0,4081.0
19177,3.6,0,1,1933.0
19183,3.3,0,1,5260.0
19189,2.9,0,0,2676.0
19193,3.2,33,2,19196.0
20003,3.4,0,1,1953.0
20009,3.8,4,3,5825.0
20017,2.8,0,0,625.0
20019,3.4,0,1,1065.0
13211,3.2,0,1,4678.0
27081,5.8,0,2,1564.0
27089,8.8,0,1,2259.0
27091,3.9,0,1,5578.0
27095,7.8,4,2,6644.0
27097,7.6,6,1,7902.0
27099,3.4,0,0,8808.0
27105,3.4,0,1,4096.0
27109,2.6,218,2,28046.0
27111,5.6,5,2,16456.0
27115,7.9,0,1,7313.0
27117,4.8,0,1,2133.0
27119,4.5,5,2,6955.0
27129,6.1,0,1,3680.0
27133,2.5,0,1,2324.0
19059,4.1,3,1,5297.0
27141,4.4,0,0,14618.0
27145,3.8,41,4,28628.0
27149,3.3,0,1,1829.0
27157,4.3,0,2,5184.0
27163,2.9,31,2,46061.0
27171,4.0,3,2,20944.0
28005,6.8,0,0,3445.0
28009,5.9,0,0,2056.0
28011,7.1,8,1,7450.0
28015,6.1,0,0,2952.0
28021,9.5,0,1,1979.0
28031,4.8,0,1,4378.0
28039,6.9,6,1,4742.0
19149,2.3,0,1,5316.0
28045,5.3,6,1,10319.0
28051,9.3,0,1,4307.0
28053,11.5,0,0,2032.0
28059,5.6,48,1,29183.0
28067,5.2,14,1,14581.0
28073,4.0,17,1,9850.0
23007,4.7,5,1,8152.0
13215,4.4,61,3,36347.0
13239,4.5,0,0,791.0
27077,3.8,0,1,1124.0
45031,3.4,12,2,15877.0
45035,2.6,0,0,28753.0
45037,3.0,0,1,5776.0
47011,3.7,27,1,23575.0
47017,5.3,6,1,7962.0
47021,2.9,0,1,8221.0
47025,4.8,5,1,8976.0
47033,4.6,0,0,3425.0
47035,6.3,12,1,22929.0
47041,4.9,4,1,4842.0
47047,3.7,0,0,10408.0
47049,4.7,0,0,5569.0
47059,5.3,6,1,19680.0
47061,4.7,0,0,3863.0
27137,4.4,179,8,47284.0
23015,4.8,4,1,11406.0
23021,5.6,0,2,5610.0
23023,3.1,0,0,9891.0
23031,4.0,14,2,52269.0
28041,7.6,0,2,2449.0
31149,2.4,0,0,281.0
31151,3.6,0,2,2594.0
31155,2.8,0,1,4447.0
31161,2.5,0,1,1470.0
31169,2.5,0,1,1440.0
31173,3.7,0,1,1055.0
31181,3.5,0,1,996.0
32005,3.9,0,1,16172.0
32007,3.3,7,1,6855.0
32013,3.3,3,1,2920.0
32017,3.8,0,1,1213.0
32023,4.9,0,1,17150.0
23011,4.0,16,2,33173.0
39105,8.8,0,0,5584.0
39107,3.1,5,1,8690.0
39117,4.9,3,1,7361.0
39119,6.3,48,1,20652.0
39125,5.2,0,1,4382.0
39129,4.7,8,1,11426.0
39133,5.0,16,1,32599.0
39135,4.5,0,0,9375.0
39139,5.2,37,3,29004.0
39141,5.3,12,1,16641.0
39149,4.1,7,1,9706.0
39151,5.3,128,3,87234.0
39157,5.5,38,2,20976.0
39161,4.3,5,1,6569.0
47065,3.6,215,3,74993.0
47067,6.7,0,1,1591.0
47071,5.4,0,1,7709.0
47077,5.1,0,1,6507.0
47083,6.3,0,1,2019.0
47087,5.6,0,0,3376.0
47095,6.5,0,0,1395.0
47101,4.1,0,0,3057.0
47107,4.2,4,1,13491.0
47109,6.1,0,0,7410.0
47111,3.4,0,1,5253.0
47119,3.2,65,1,20116.0
47125,4.1,21,1,26759.0
47135,5.9,0,1,2208.0
47137,5.3,0,0,1669.0
24011,3.8,0,0,6918.0
24013,3.1,10,1,34151.0
24021,3.2,18,1,43149.0
24023,5.3,2,1,7387.0
24031,2.9,150,6,170136.0
24033,3.6,89,5,136655.0
24043,4.2,48,1,31915.0
32031,3.2,331,5,91418.0
32510,4.1,24,1,14635.0
33003,3.2,8,2,16318.0
33009,2.5,54,5,22073.0
33015,3.3,43,3,67857.0
33019,2.7,0,1,11483.0
34003,3.4,147,6,176845.0
34009,12.1,16,1,28985.0
34013,5.0,267,7,125205.0
39167,6.8,11,2,15269.0
39171,3.8,7,2,8622.0
39175,3.7,5,1,5036.0
40003,2.1,0,0,1218.0
40011,2.3,0,2,2244.0
40013,2.7,8,1,9613.0
40017,2.7,8,1,22454.0
40025,1.5,0,1,642.0
40029,4.0,0,1,1238.0
40035,3.5,0,1,3990.0
40039,2.7,4,2,4952.0
40045,2.3,0,1,942.0
40049,3.4,0,1,6474.0
40055,3.5,0,1,1326.0
37193,4.0,8,1,18159.0
47141,3.9,38,1,17366.0
48045,3.9,0,0,454.0
48049,3.9,12,1,9568.0
48055,3.2,0,1,7742.0
48061,5.8,104,4,64634.0
48065,2.9,0,0,1254.0
48067,4.4,0,0,8220.0
48073,4.1,0,2,11010.0
48077,3.0,0,1,2692.0
48081,2.9,0,0,962.0
48085,3.0,195,11,121086.0
48087,3.5,0,1,650.0
48091,3.0,12,1,34039.0
24047,9.4,6,1,16189.0
25007,7.3,0,1,5091.0
25013,4.4,119,5,104926.0
25015,3.0,11,1,34997.0
25017,2.4,216,11,280644.0
34017,3.6,105,6,86611.0
34019,3.4,12,1,26433.0
34021,3.6,92,4,68731.0
34029,4.6,106,4,158087.0
34033,5.8,19,2,14833.0
34035,3.5,28,1,58657.0
34041,4.2,20,2,23292.0
35007,4.7,4,1,3818.0
30055,2.1,0,1,356.0
30057,3.7,0,2,2602.0
37195,5.3,14,1,19627.0
37199,4.0,0,0,5840.0
38005,4.6,0,0,1135.0
38009,4.2,0,1,1719.0
38017,2.3,111,2,25377.0
38027,4.7,0,0,661.0
38029,5.8,0,1,1011.0
38037,2.6,0,1,724.0
38039,2.2,0,1,731.0
38043,5.4,0,0,649.0
38047,3.6,0,0,533.0
38053,2.0,0,1,1244.0
38059,3.8,0,0,6109.0
38063,3.9,0,1,980.0
47001,3.8,25,1,19439.0
47003,4.1,8,1,9627.0
40065,2.6,6,1,4570.0
40071,3.8,6,2,10702.0
40083,2.7,0,1,8792.0
40085,2.2,0,1,2428.0
40091,6.3,0,0,6501.0
40099,2.9,0,1,3379.0
40101,3.5,24,1,16372.0
40107,4.8,0,1,2782.0
40111,4.4,0,2,9594.0
40117,3.5,0,1,4158.0
40119,2.6,11,2,12550.0
40125,3.2,14,1,15718.0
25021,2.7,59,4,137391.0
25023,3.6,47,3,114007.0
26003,7.3,0,1,2833.0
26005,2.9,0,1,24132.0
26007,4.6,9,1,9108.0
30063,4.0,32,2,23149.0
30065,5.6,0,1,1466.0
30071,4.6,0,1,1060.0
30077,4.2,0,1,1687.0
30083,3.0,0,1,2007.0
30087,4.9,1,1,1805.0
30091,2.7,0,1,970.0
30097,2.9,0,1,1024.0
30101,3.3,0,1,987.0
38065,5.8,0,0,462.0
38067,4.2,0,1,1851.0
38071,3.4,0,1,2719.0
38075,3.4,0,0,563.0
38081,1.6,0,0,953.0
38089,2.5,4,1,4818.0
38093,2.7,6,1,5049.0
38097,2.7,0,2,1763.0
38101,3.1,19,2,10269.0
39001,8.6,0,1,6845.0
39005,4.8,6,1,11781.0
39011,3.6,6,1,9775.0
39013,7.8,15,2,16627.0
39017,4.1,74,4,69155.0
39019,6.4,0,0,6830.0
42003,4.7,580,15,268135.0
42007,5.7,20,1,43347.0
48361,5.0,0,0,17689.0
48369,2.4,0,1,1524.0
48383,2.8,0,1,460.0
48385,4.8,0,0,1286.0
48387,4.7,0,0,3674.0
48395,3.6,0,0,3928.0
48399,3.2,0,2,2685.0
48403,7.0,0,1,3757.0
48415,3.8,0,1,3014.0
48417,2.5,0,0,747.0
48419,4.3,0,0,5382.0
48423,3.5,194,4,46721.0
48427,12.9,0,1,9611.0
48431,3.3,0,0,238.0
26017,4.6,32,1,27092.0
26019,5.9,0,1,5735.0
26021,3.8,20,2,37038.0
26027,3.9,0,1,13166.0
26031,14.3,0,0,8677.0
26033,6.5,6,1,8449.0
30109,2.9,0,0,277.0
31007,3.1,0,0,231.0
31011,2.9,0,1,1284.0
31013,3.0,0,1,2397.0
31019,2.5,34,2,8405.0
31025,3.3,0,0,5448.0
31029,1.9,0,1,897.0
31033,3.3,4,1,2181.0
31039,2.5,0,1,2206.0
31045,2.4,0,1,1878.0
31051,3.2,0,0,1237.0
31057,2.3,0,1,515.0
31071,2.3,0,0,523.0
31075,2.3,0,0,196.0
39023,5.0,38,2,31512.0
39025,4.2,16,1,41471.0
39029,5.8,20,2,25396.0
39033,5.3,9,2,11014.0
39037,4.5,6,1,11880.0
39041,3.3,6,1,32133.0
39043,6.0,18,1,19490.0
39049,3.7,449,10,188356.0
35019,4.9,0,1,1057.0
35021,4.5,0,0,218.0
35025,4.1,8,2,9439.0
35033,7.1,0,0,1560.0
35039,5.7,8,1,9660.0
47143,5.9,3,1,8029.0
47147,3.1,8,1,13866.0
47149,2.8,78,3,43405.0
47155,6.2,16,1,24739.0
47161,5.2,0,0,3594.0
47167,4.4,7,1,11619.0
47175,5.3,0,0,1764.0
47177,4.6,8,1,9697.0
45055,3.4,10,1,14944.0
45061,5.3,0,0,4324.0
45065,4.1,0,0,3970.0
45071,2.8,7,1,9379.0
45073,2.9,12,1,22171.0
